firstSubjectCode,secondSubjectCode,studentsSameTwoSubjects,numberStudents
EVS3250,PHY1100E CLCCNKTMT,[],0
EVS3250,PHY1103,"[16006115, 18006876, 20001788, 20004443, 20008662, 20008772]",6
EVS3250,PHY1103 CLCCNH,[],0
EVS3250,PHY1103 CLCHD,[],0
EVS3250,PHY1103 CLCMTKHTT,[],0
EVS3250,PHY1103 QTS,[],0
EVS3250,PHY1106 QTL,[],0
EVS3250,PHY1108,[],0
EVS3250,PHY1108 QTL,[],0
EVS3250,PHY1113,[],0
EVS3250,PHY1113 TNL,[],0
EVS3250,PHY1161 CTĐB,[],0
EVS3250,PHY1161 TTH,[],0
EVS3250,PHY2004,[],0
EVS3250,PHY2004 QTL,[],0
EVS3250,PHY2064 TNL,[],0
EVS3250,PHY2064E QTL,[],0
EVS3250,PHY2206,[],0
EVS3250,PHY2302,[],0
EVS3250,PHY2302 TNL,[],0
EVS3250,PHY2302E QTL,[],0
EVS3250,PHY2303 TNL,[],0
EVS3250,PHY2304,[],0
EVS3250,PHY2304E QTL,[],0
EVS3250,PHY2306,[],0
EVS3250,PHY2306E QTL,[],0
EVS3250,PHY2310,[],0
EVS3250,PHY2500,[],0
EVS3250,PHY2502,[],0
EVS3250,PHY3163,[],0
EVS3250,PHY3163 QTL,[],0
EVS3250,PHY3167,[],0
EVS3250,PHY3301,[],0
EVS3250,PHY3302,[],0
EVS3250,PHY3303,[],0
EVS3250,PHY3314,[],0
EVS3250,PHY3346 TNL,[],0
EVS3250,PHY3508,[],0
EVS3250,PHY3508 TNL,[],0
EVS3250,PHY3508E QTL,[],0
EVS3250,PHY3605E QTL,[],0
EVS3250,PHY3606,[],0
EVS3250,PHY3606 TNL,[],0
EVS3250,PHY3608,[],0
EVS3250,PHY3608 TNL,[],0
EVS3250,PHY3608E QTL,[],0
EVS3250,PHY3609,[],0
EVS3250,PHY3624,[],0
EVS3250,POL1001,"[20000758, 20001861, 20003874, 20005510, 20007156, 20007896, 20008182, 20008569]",8
EVS3250,SMP1010,[],0
EVS3250,SMP1010 CLCRHM,[],0
EVS3250,SMP1012,[],0
EVS3250,SMP1055,[],0
EVS3250,SMP2052,[],0
EVS3250,SMP2053,[],0
EVS3250,SMP2054,[],0
EVS3250,SMP2401 CLCRHM,[],0
EVS3250,SMP2701,[],0
EVS3250 CLCKHMT,EVS3287,[],0
EVS3250 CLCKHMT,EVS3402 CTĐB,[],0
EVS3250 CLCKHMT,EVS3409,[],0
EVS3250 CLCKHMT,EVS3453,[],0
EVS3250 CLCKHMT,EVS3455,[],0
EVS3250 CLCKHMT,EVS4071,[],0
EVS3250 CLCKHMT,EVS4071 CLCKHMT,"[20006588, 20007359, 20008761, 20009538, 20009742]",5
EVS3250 CLCKHMT,EVS4073,[],0
EVS3250 CLCKHMT,EVS4073 CLCCNKTMT,[],0
EVS3250 CLCKHMT,GEO1050,[],0
EVS3250 CLCKHMT,GEO2016,[],0
EVS3250 CLCKHMT,GEO2025,[],0
EVS3250 CLCKHMT,GEO2059,[],0
EVS3250 CLCKHMT,GEO2110,[],0
EVS3250 CLCKHMT,GEO2300,[],0
EVS3250 CLCKHMT,GEO2304,[],0
EVS3250 CLCKHMT,GEO2319,[],0
EVS3250 CLCKHMT,GEO2320,[],0
EVS3250 CLCKHMT,GEO2400,[],0
EVS3250 CLCKHMT,GEO2404,[],0
EVS3250 CLCKHMT,GEO3119,[],0
EVS3250 CLCKHMT,GEO3143,[],0
EVS3250 CLCKHMT,GEO3209,[],0
EVS3250 CLCKHMT,GEO3219,[],0
EVS3250 CLCKHMT,GEO3224,[],0
EVS3250 CLCKHMT,GEO3237,[],0
EVS3250 CLCKHMT,GEO3263,[],0
EVS3250 CLCKHMT,GEO3265,[],0
EVS3250 CLCKHMT,GEO3266,[],0
EVS3250 CLCKHMT,GEO3269,[],0
EVS3250 CLCKHMT,GEO3270,[],0
EVS3250 CLCKHMT,GEO3304,[],0
EVS3250 CLCKHMT,GEO3305,[],0
EVS3250 CLCKHMT,GEO3360,[],0
EVS3250 CLCKHMT,GEO3400,[],0
EVS3250 CLCKHMT,GEO3402,[],0
EVS3250 CLCKHMT,GEO3403,[],0
EVS3250 CLCKHMT,GLO2038,[],0
EVS3250 CLCKHMT,GLO2056,[],0
EVS3250 CLCKHMT,GLO2069 CLCĐC,[],0
EVS3250 CLCKHMT,GLO2093,[],0
EVS3250 CLCKHMT,GLO2099,[],0
EVS3250 CLCKHMT,GLO3122,[],0
EVS3250 CLCKHMT,GLO3158,[],0
EVS3250 CLCKHMT,GLO3196 CLCĐC,[],0
EVS3250 CLCKHMT,GLO3197 CLCĐC,[],0
EVS3250 CLCKHMT,GLO3198,[],0
EVS3250 CLCKHMT,GLO3228,[],0
EVS3250 CLCKHMT,GLO3229,[],0
EVS3250 CLCKHMT,HIS1001,"[20007359, 20008761, 20009538, 20009742]",4
EVS3250 CLCKHMT,HIS1056,[20003390],1
EVS3250 CLCKHMT,HMO2021,[],0
EVS3250 CLCKHMT,HMO2106,[],0
EVS3250 CLCKHMT,HMO2110,[],0
EVS3250 CLCKHMT,HMO2201,[],0
EVS3250 CLCKHMT,HMO3178,[],0
EVS3250 CLCKHMT,HMO3181,[],0
EVS3250 CLCKHMT,HMO3204,[],0
EVS3250 CLCKHMT,HMO3302,[],0
EVS3250 CLCKHMT,HMO3303,[],0
EVS3250 CLCKHMT,HMO3306,[],0
EVS3250 CLCKHMT,HMO3307,[],0
EVS3250 CLCKHMT,HMO3311,[],0
EVS3250 CLCKHMT,HMO3312,[],0
EVS3250 CLCKHMT,HMO3321,[],0
EVS3250 CLCKHMT,HMO3507,[],0
EVS3250 CLCKHMT,HMO3521,[],0
EVS3250 CLCKHMT,HMO3600,[],0
EVS3250 CLCKHMT,HMO3601,[],0
EVS3250 CLCKHMT,HMO3602,[],0
EVS3250 CLCKHMT,HMO3603,[],0
EVS3250 CLCKHMT,HMO3608,[],0
EVS3250 CLCKHMT,HMO3609,[],0
EVS3250 CLCKHMT,HMO3610,[],0
EVS3250 CLCKHMT,HMO3611,[],0
EVS3250 CLCKHMT,K300 TTKHMT,[],0
EVS3250 CLCKHMT,MAT1076,[],0
EVS3250 CLCKHMT,MAT1090,[],0
EVS3250 CLCKHMT,MAT1091,[20003390],1
EVS3250 CLCKHMT,MAT1092,[],0
EVS3250 CLCKHMT,MAT1092 CLCCNH,[],0
EVS3250 CLCKHMT,MAT1092 CLCHD,[],0
EVS3250 CLCKHMT,MAT1092 TTH,[],0
EVS3250 CLCKHMT,MAT1101,[],0
EVS3250 CLCKHMT,MAT1192,[],0
EVS3250 CLCKHMT,MAT1192 CLCCNS,[],0
EVS3250 CLCKHMT,MAT1192 QTS,[],0
EVS3250 CLCKHMT,MAT1259 TNS,[],0
EVS3250 CLCKHMT,MAT1292 TNH,[],0
EVS3250 CLCKHMT,MAT1292 TNS,[],0
EVS3250 CLCKHMT,MAT2034,[],0
EVS3250 CLCKHMT,MAT2301,[],0
EVS3250 CLCKHMT,MAT2303,[],0
EVS3250 CLCKHMT,MAT2303 TNT,[],0
EVS3250 CLCKHMT,MAT2306,[],0
EVS3250 CLCKHMT,MAT2308,[],0
EVS3250 CLCKHMT,MAT2310,[],0
EVS3250 CLCKHMT,MAT2311,[],0
EVS3250 CLCKHMT,MAT2311 TNT,[],0
EVS3250 CLCKHMT,MAT2314,[],0
EVS3250 CLCKHMT,MAT2314 TNT,[],0
EVS3250 CLCKHMT,MAT2317 CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT2318,[],0
EVS3250 CLCKHMT,MAT2321 TNT,[],0
EVS3250 CLCKHMT,MAT2403,[],0
EVS3250 CLCKHMT,MAT2403 CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT2406,[],0
EVS3250 CLCKHMT,MAT2407,[],0
EVS3250 CLCKHMT,MAT2407 TNT,[],0
EVS3250 CLCKHMT,MAT2411E CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT2502,[],0
EVS3250 CLCKHMT,MAT2502 CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT3101 TNT,[],0
EVS3250 CLCKHMT,MAT3300,[],0
EVS3250 CLCKHMT,MAT3300 TNT,[],0
EVS3250 CLCKHMT,MAT3301,[],0
EVS3250 CLCKHMT,MAT3305,[],0
EVS3250 CLCKHMT,MAT3306,[],0
EVS3250 CLCKHMT,MAT3318 TNT,[],0
EVS3250 CLCKHMT,MAT3322 TNT,[],0
EVS3250 CLCKHMT,MAT3340 TNT,[],0
EVS3250 CLCKHMT,MAT3344,[],0
EVS3250 CLCKHMT,MAT3344 TNT,[],0
EVS3250 CLCKHMT,MAT3347,[],0
EVS3250 CLCKHMT,MAT3365,[],0
EVS3250 CLCKHMT,MAT3373,[],0
EVS3250 CLCKHMT,MAT3373E CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT3379,[],0
EVS3250 CLCKHMT,MAT3452,[],0
EVS3250 CLCKHMT,MAT3500,[],0
EVS3250 CLCKHMT,MAT3500 CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT3506,[],0
EVS3250 CLCKHMT,MAT3507,[],0
EVS3250 CLCKHMT,MAT3509,[],0
EVS3250 CLCKHMT,MAT3514,[],0
EVS3250 CLCKHMT,MAT3517E CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT3525,[],0
EVS3250 CLCKHMT,MAT3533,[],0
EVS3250 CLCKHMT,MAT3533 CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT3535 CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT3539,[],0
EVS3250 CLCKHMT,MAT3551E CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT3554 CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT3554E CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT3562E CLCMTKHTT,[],0
EVS3250 CLCKHMT,MAT4072,[],0
EVS3250 CLCKHMT,MAT4073,[],0
EVS3250 CLCKHMT,MNS1052,[],0
EVS3250 CLCKHMT,PHI1002,"[20006588, 20009742]",2
EVS3250 CLCKHMT,PHY1012 TNL,[],0
EVS3250 CLCKHMT,PHY1013 TNL,[],0
EVS3250 CLCKHMT,PHY1020,[],0
EVS3250 CLCKHMT,PHY1020 CTĐB,[],0
EVS3250 CLCKHMT,PHY1100,[20007359],1
EVS3250 CLCKHMT,PHY1100E CLCCNKTMT,[],0
EVS3250 CLCKHMT,PHY1103,[20008761],1
EVS3250 CLCKHMT,PHY1103 CLCCNH,[],0
EVS3250 CLCKHMT,PHY1103 CLCHD,[],0
EVS3250 CLCKHMT,PHY1103 CLCMTKHTT,[],0
EVS3250 CLCKHMT,PHY1103 QTS,[],0
EVS3250 CLCKHMT,PHY1106 QTL,[],0
EVS3250 CLCKHMT,PHY1108,[],0
EVS3250 CLCKHMT,PHY1108 QTL,[],0
EVS3250 CLCKHMT,PHY1113,[],0
EVS3250 CLCKHMT,PHY1113 TNL,[],0
EVS3250 CLCKHMT,PHY1161 CTĐB,[],0
EVS3250 CLCKHMT,PHY1161 TTH,[],0
EVS3250 CLCKHMT,PHY2004,[20006588],1
EVS3250 CLCKHMT,PHY2004 QTL,[],0
EVS3250 CLCKHMT,PHY2064 TNL,[],0
EVS3250 CLCKHMT,PHY2064E QTL,[],0
EVS3250 CLCKHMT,PHY2206,[],0
EVS3250 CLCKHMT,PHY2302,[],0
EVS3250 CLCKHMT,PHY2302 TNL,[],0
EVS3250 CLCKHMT,PHY2302E QTL,[],0
EVS3250 CLCKHMT,PHY2303 TNL,[],0
EVS3250 CLCKHMT,PHY2304,[20006588],1
EVS3250 CLCKHMT,PHY2304E QTL,[],0
EVS3250 CLCKHMT,PHY2306,[],0
EVS3250 CLCKHMT,PHY2306E QTL,[],0
EVS3250 CLCKHMT,PHY2310,[],0
EVS3250 CLCKHMT,PHY2500,[],0
EVS3250 CLCKHMT,PHY2502,[],0
EVS3250 CLCKHMT,PHY3163,[20006588],1
EVS3250 CLCKHMT,PHY3163 QTL,[],0
EVS3250 CLCKHMT,PHY3167,[],0
EVS3250 CLCKHMT,PHY3301,[],0
EVS3250 CLCKHMT,PHY3302,[],0
EVS3250 CLCKHMT,PHY3303,[],0
EVS3250 CLCKHMT,PHY3314,[],0
EVS3250 CLCKHMT,PHY3346 TNL,[],0
EVS3250 CLCKHMT,PHY3508,[],0
EVS3250 CLCKHMT,PHY3508 TNL,[],0
EVS3250 CLCKHMT,PHY3508E QTL,[],0
EVS3250 CLCKHMT,PHY3605E QTL,[],0
EVS3250 CLCKHMT,PHY3606,[20006588],1
EVS3250 CLCKHMT,PHY3606 TNL,[],0
EVS3250 CLCKHMT,PHY3608,[],0
EVS3250 CLCKHMT,PHY3608 TNL,[],0
EVS3250 CLCKHMT,PHY3608E QTL,[],0
EVS3250 CLCKHMT,PHY3609,[],0
EVS3250 CLCKHMT,PHY3624,[],0
EVS3250 CLCKHMT,POL1001,[20009742],1
EVS3250 CLCKHMT,SMP1010,[],0
EVS3250 CLCKHMT,SMP1010 CLCRHM,[],0
EVS3250 CLCKHMT,SMP1012,[],0
EVS3250 CLCKHMT,SMP1055,[],0
EVS3250 CLCKHMT,SMP2052,[],0
EVS3250 CLCKHMT,SMP2053,[],0
EVS3250 CLCKHMT,SMP2054,[],0
EVS3250 CLCKHMT,SMP2401 CLCRHM,[],0
EVS3250 CLCKHMT,SMP2701,[],0
EVS3287,EVS3402 CTĐB,[],0
EVS3287,EVS3409,[],0
EVS3287,EVS3453,"[20000243, 20002273, 20006126]",3
EVS3287,EVS3455,"[16000260, 16001233, 17005014]",3
EVS3287,EVS4071,"[17005014, 18007412]",2
EVS3287,EVS4071 CLCKHMT,[],0
EVS3287,EVS4073,"[17001547, 18007412, 19000098, 19000415, 19000770, 19001031, 19001114, 19001158, 19001652, 19001655, 19001711, 19002667, 19002825, 19002845, 19003228, 19003561, 19003720, 19003897, 19004580, 19004591, 19004827, 19004926, 19005538, 19005636, 19006330, 19006391, 19006856, 19006908, 19007155, 19007437, 19007596, 19007758, 19008415, 19008806, 19009764, 19009927]",36
EVS3287,EVS4073 CLCCNKTMT,"[19000775, 19003171, 19005397, 19006850]",4
EVS3287,GEO1050,[],0
EVS3287,GEO2016,[],0
EVS3287,GEO2025,[],0
EVS3287,GEO2059,[],0
EVS3287,GEO2110,[],0
EVS3287,GEO2300,[],0
EVS3287,GEO2304,[],0
EVS3287,GEO2319,[],0
EVS3287,GEO2320,[],0
EVS3287,GEO2400,[],0
EVS3287,GEO2404,[],0
EVS3287,GEO3119,[],0
EVS3287,GEO3143,[],0
EVS3287,GEO3209,[],0
EVS3287,GEO3219,[],0
EVS3287,GEO3224,[],0
EVS3287,GEO3237,[],0
EVS3287,GEO3263,[],0
EVS3287,GEO3265,[],0
EVS3287,GEO3266,[],0
EVS3287,GEO3269,[],0
EVS3287,GEO3270,[],0
EVS3287,GEO3304,[],0
EVS3287,GEO3305,[],0
EVS3287,GEO3360,[],0
EVS3287,GEO3400,[],0
EVS3287,GEO3402,[],0
EVS3287,GEO3403,[],0
EVS3287,GLO2038,[],0
EVS3287,GLO2056,[],0
EVS3287,GLO2069 CLCĐC,[],0
EVS3287,GLO2093,[],0
EVS3287,GLO2099,[],0
EVS3287,GLO3122,[19000770],1
EVS3287,GLO3158,[19000770],1
EVS3287,GLO3196 CLCĐC,[],0
EVS3287,GLO3197 CLCĐC,[],0
EVS3287,GLO3198,[19000770],1
EVS3287,GLO3228,[19000770],1
EVS3287,GLO3229,[19000770],1
EVS3287,HIS1001,"[19001655, 19002825, 19003720, 19004591, 20000243, 20006126]",6
EVS3287,HIS1056,[16000260],1
EVS3287,HMO2021,[],0
EVS3287,HMO2106,[],0
EVS3287,HMO2110,[],0
EVS3287,HMO2201,[],0
EVS3287,HMO3178,[],0
EVS3287,HMO3181,[],0
EVS3287,HMO3204,[],0
EVS3287,HMO3302,[],0
EVS3287,HMO3303,[],0
EVS3287,HMO3306,[],0
EVS3287,HMO3307,[],0
EVS3287,HMO3311,[],0
EVS3287,HMO3312,[],0
EVS3287,HMO3321,[],0
EVS3287,HMO3507,[],0
EVS3287,HMO3521,[],0
EVS3287,HMO3600,[],0
EVS3287,HMO3601,[],0
EVS3287,HMO3602,[],0
EVS3287,HMO3603,[],0
EVS3287,HMO3608,[],0
EVS3287,HMO3609,[],0
EVS3287,HMO3610,[],0
EVS3287,HMO3611,[],0
EVS3287,K300 TTKHMT,[],0
EVS3287,MAT1076,[],0
EVS3287,MAT1090,[16000260],1
EVS3287,MAT1091,"[19000770, 19003171, 19005397]",3
EVS3287,MAT1092,"[16000260, 17005014, 19000098, 19001655, 19002541, 19002845, 19006330, 19008415, 19008806]",9
EVS3287,MAT1092 CLCCNH,[],0
EVS3287,MAT1092 CLCHD,[],0
EVS3287,MAT1092 TTH,[],0
EVS3287,MAT1101,"[16000260, 19000775, 20002273]",3
EVS3287,MAT1192,[19005538],1
EVS3287,MAT1192 CLCCNS,[],0
EVS3287,MAT1192 QTS,[],0
EVS3287,MAT1259 TNS,[],0
EVS3287,MAT1292 TNH,[],0
EVS3287,MAT1292 TNS,[],0
EVS3287,MAT2034,[],0
EVS3287,MAT2301,[],0
EVS3287,MAT2303,[],0
EVS3287,MAT2303 TNT,[],0
EVS3287,MAT2306,[],0
EVS3287,MAT2308,[],0
EVS3287,MAT2310,[],0
EVS3287,MAT2311,[],0
EVS3287,MAT2311 TNT,[],0
EVS3287,MAT2314,[],0
EVS3287,MAT2314 TNT,[],0
EVS3287,MAT2317 CLCMTKHTT,[],0
EVS3287,MAT2318,[],0
EVS3287,MAT2321 TNT,[],0
EVS3287,MAT2403,[],0
EVS3287,MAT2403 CLCMTKHTT,[],0
EVS3287,MAT2406,[],0
EVS3287,MAT2407,[],0
EVS3287,MAT2407 TNT,[],0
EVS3287,MAT2411E CLCMTKHTT,[],0
EVS3287,MAT2502,[],0
EVS3287,MAT2502 CLCMTKHTT,[],0
EVS3287,MAT3101 TNT,[],0
EVS3287,MAT3300,[],0
EVS3287,MAT3300 TNT,[],0
EVS3287,MAT3301,[],0
EVS3287,MAT3305,[],0
EVS3287,MAT3306,[],0
EVS3287,MAT3318 TNT,[],0
EVS3287,MAT3322 TNT,[],0
EVS3287,MAT3340 TNT,[],0
EVS3287,MAT3344,[],0
EVS3287,MAT3344 TNT,[],0
EVS3287,MAT3347,[],0
EVS3287,MAT3365,[],0
EVS3287,MAT3373,[],0
EVS3287,MAT3373E CLCMTKHTT,[],0
EVS3287,MAT3379,[],0
EVS3287,MAT3452,[],0
EVS3287,MAT3500,[],0
EVS3287,MAT3500 CLCMTKHTT,[],0
EVS3287,MAT3506,[],0
EVS3287,MAT3507,[],0
EVS3287,MAT3509,[],0
EVS3287,MAT3514,[],0
EVS3287,MAT3517E CLCMTKHTT,[],0
EVS3287,MAT3525,[],0
EVS3287,MAT3533,[],0
EVS3287,MAT3533 CLCMTKHTT,[],0
EVS3287,MAT3535 CLCMTKHTT,[],0
EVS3287,MAT3539,[],0
EVS3287,MAT3551E CLCMTKHTT,[],0
EVS3287,MAT3554 CLCMTKHTT,[],0
EVS3287,MAT3554E CLCMTKHTT,[],0
EVS3287,MAT3562E CLCMTKHTT,[],0
EVS3287,MAT4072,[],0
EVS3287,MAT4073,[],0
EVS3287,MNS1052,[],0
EVS3287,PHI1002,"[19000775, 19001655, 19002667, 19002825, 19002845, 19006908, 19007596, 20006126]",8
EVS3287,PHY1012 TNL,[],0
EVS3287,PHY1013 TNL,[],0
EVS3287,PHY1020,"[19005397, 19008806]",2
EVS3287,PHY1020 CTĐB,[],0
EVS3287,PHY1100,"[19002845, 19004580, 19004591, 19007155, 19009927]",5
EVS3287,PHY1100E CLCCNKTMT,[],0
EVS3287,PHY1103,"[16000260, 19000775, 19005397]",3
EVS3287,PHY1103 CLCCNH,[],0
EVS3287,PHY1103 CLCHD,[],0
EVS3287,PHY1103 CLCMTKHTT,[],0
EVS3287,PHY1103 QTS,[],0
EVS3287,PHY1106 QTL,[],0
EVS3287,PHY1108,[],0
EVS3287,PHY1108 QTL,[],0
EVS3287,PHY1113,[],0
EVS3287,PHY1113 TNL,[],0
EVS3287,PHY1161 CTĐB,[],0
EVS3287,PHY1161 TTH,[],0
EVS3287,PHY2004,[],0
EVS3287,PHY2004 QTL,[],0
EVS3287,PHY2064 TNL,[],0
EVS3287,PHY2064E QTL,[],0
EVS3287,PHY2206,[],0
EVS3287,PHY2302,[],0
EVS3287,PHY2302 TNL,[],0
EVS3287,PHY2302E QTL,[],0
EVS3287,PHY2303 TNL,[],0
EVS3287,PHY2304,[],0
EVS3287,PHY2304E QTL,[],0
EVS3287,PHY2306,[19004591],1
EVS3287,PHY2306E QTL,[],0
EVS3287,PHY2310,[],0
EVS3287,PHY2500,[],0
EVS3287,PHY2502,[],0
EVS3287,PHY3163,[],0
EVS3287,PHY3163 QTL,[],0
EVS3287,PHY3167,[],0
EVS3287,PHY3301,[],0
EVS3287,PHY3302,[],0
EVS3287,PHY3303,[],0
EVS3287,PHY3314,[],0
EVS3287,PHY3346 TNL,[],0
EVS3287,PHY3508,[],0
EVS3287,PHY3508 TNL,[],0
EVS3287,PHY3508E QTL,[],0
EVS3287,PHY3605E QTL,[],0
EVS3287,PHY3606,[],0
EVS3287,PHY3606 TNL,[],0
EVS3287,PHY3608,[],0
EVS3287,PHY3608 TNL,[],0
EVS3287,PHY3608E QTL,[],0
EVS3287,PHY3609,[],0
EVS3287,PHY3624,[],0
EVS3287,POL1001,"[19000770, 19001031, 19002845, 19003228, 19004591, 19004926, 19006908, 19007155, 19007758]",9
EVS3287,SMP1010,[],0
EVS3287,SMP1010 CLCRHM,[],0
EVS3287,SMP1012,[],0
EVS3287,SMP1055,[],0
EVS3287,SMP2052,[],0
EVS3287,SMP2053,[],0
EVS3287,SMP2054,[],0
EVS3287,SMP2401 CLCRHM,[],0
EVS3287,SMP2701,[],0
EVS3402 CTĐB,EVS3409,[],0
EVS3402 CTĐB,EVS3453,[],0
EVS3402 CTĐB,EVS3455,[],0
EVS3402 CTĐB,EVS4071,[20006989],1
EVS3402 CTĐB,EVS4071 CLCKHMT,[],0
EVS3402 CTĐB,EVS4073,[],0
EVS3402 CTĐB,EVS4073 CLCCNKTMT,[21003804],1
EVS3402 CTĐB,GEO1050,"[21004613, 21007742, 21009078, 21009428]",4
EVS3402 CTĐB,GEO2016,[],0
EVS3402 CTĐB,GEO2025,[],0
EVS3402 CTĐB,GEO2059,[],0
EVS3402 CTĐB,GEO2110,[],0
EVS3402 CTĐB,GEO2300,[],0
EVS3402 CTĐB,GEO2304,[],0
EVS3402 CTĐB,GEO2319,[],0
EVS3402 CTĐB,GEO2320,[],0
EVS3402 CTĐB,GEO2400,[],0
EVS3402 CTĐB,GEO2404,[],0
EVS3402 CTĐB,GEO3119,[],0
EVS3402 CTĐB,GEO3143,[],0
EVS3402 CTĐB,GEO3209,[],0
EVS3402 CTĐB,GEO3219,[],0
EVS3402 CTĐB,GEO3224,[],0
EVS3402 CTĐB,GEO3237,[],0
EVS3402 CTĐB,GEO3263,[],0
EVS3402 CTĐB,GEO3265,[],0
EVS3402 CTĐB,GEO3266,[],0
EVS3402 CTĐB,GEO3269,[],0
EVS3402 CTĐB,GEO3270,[],0
EVS3402 CTĐB,GEO3304,[],0
EVS3402 CTĐB,GEO3305,[],0
EVS3402 CTĐB,GEO3360,[],0
EVS3402 CTĐB,GEO3400,[],0
EVS3402 CTĐB,GEO3402,[],0
EVS3402 CTĐB,GEO3403,[],0
EVS3402 CTĐB,GLO2038,[],0
EVS3402 CTĐB,GLO2056,[],0
EVS3402 CTĐB,GLO2069 CLCĐC,[],0
EVS3402 CTĐB,GLO2093,[],0
EVS3402 CTĐB,GLO2099,[],0
EVS3402 CTĐB,GLO3122,[],0
EVS3402 CTĐB,GLO3158,[],0
EVS3402 CTĐB,GLO3196 CLCĐC,[],0
EVS3402 CTĐB,GLO3197 CLCĐC,[],0
EVS3402 CTĐB,GLO3198,[],0
EVS3402 CTĐB,GLO3228,[],0
EVS3402 CTĐB,GLO3229,[],0
EVS3402 CTĐB,HIS1001,[20006989],1
EVS3402 CTĐB,HIS1056,"[21000061, 21000259, 21001978, 21002658, 21003212, 21004366, 21004613, 21004691, 21004936, 21004989, 21005016, 21005316, 21005458, 21006718, 21007031, 21007626, 21007723, 21007816, 21007899, 21008569, 21008600, 21008876, 21009056, 21009078, 21009428]",25
EVS3402 CTĐB,HMO2021,[],0
EVS3402 CTĐB,HMO2106,[],0
EVS3402 CTĐB,HMO2110,[],0
EVS3402 CTĐB,HMO2201,[],0
EVS3402 CTĐB,HMO3178,[],0
EVS3402 CTĐB,HMO3181,[],0
EVS3402 CTĐB,HMO3204,[21009078],1
EVS3402 CTĐB,HMO3302,[],0
EVS3402 CTĐB,HMO3303,[],0
EVS3402 CTĐB,HMO3306,[],0
EVS3402 CTĐB,HMO3307,[],0
EVS3402 CTĐB,HMO3311,[],0
EVS3402 CTĐB,HMO3312,[],0
EVS3402 CTĐB,HMO3321,[],0
EVS3402 CTĐB,HMO3507,[],0
EVS3402 CTĐB,HMO3521,[],0
EVS3402 CTĐB,HMO3600,[],0
EVS3402 CTĐB,HMO3601,[],0
EVS3402 CTĐB,HMO3602,[],0
EVS3402 CTĐB,HMO3603,[],0
EVS3402 CTĐB,HMO3608,[],0
EVS3402 CTĐB,HMO3609,[],0
EVS3402 CTĐB,HMO3610,[],0
EVS3402 CTĐB,HMO3611,[],0
EVS3402 CTĐB,K300 TTKHMT,[],0
EVS3402 CTĐB,MAT1076,[],0
EVS3402 CTĐB,MAT1090,[],0
EVS3402 CTĐB,MAT1091,[],0
EVS3402 CTĐB,MAT1092,"[21000061, 21000259, 21000777, 21000908, 21000919, 21001478, 21001540, 21001550, 21001761, 21001838, 21001978, 21002559, 21002658, 21003183, 21003212, 21003641, 21003804, 21004215, 21004342, 21004366, 21004489, 21004613, 21004691, 21004936, 21004989, 21005016, 21005316, 21005428, 21005458, 21006123, 21006129, 21006411, 21006718, 21007031, 21007240, 21007626, 21007723, 21007742, 21007781, 21007816, 21007899, 21008047, 21008496, 21008600, 21008704, 21008876, 21009056, 21009078, 21009428, 21009466, 21009787]",51
EVS3402 CTĐB,MAT1092 CLCCNH,"[21001761, 21004613]",2
EVS3402 CTĐB,MAT1092 CLCHD,"[21007682, 21009428]",2
EVS3402 CTĐB,MAT1092 TTH,[],0
EVS3402 CTĐB,MAT1101,"[21001761, 21007723, 21008600]",3
EVS3402 CTĐB,MAT1192,[],0
EVS3402 CTĐB,MAT1192 CLCCNS,[21004215],1
EVS3402 CTĐB,MAT1192 QTS,[],0
EVS3402 CTĐB,MAT1259 TNS,[],0
EVS3402 CTĐB,MAT1292 TNH,[],0
EVS3402 CTĐB,MAT1292 TNS,[],0
EVS3402 CTĐB,MAT2034,[],0
EVS3402 CTĐB,MAT2301,[],0
EVS3402 CTĐB,MAT2303,[],0
EVS3402 CTĐB,MAT2303 TNT,[],0
EVS3402 CTĐB,MAT2306,[],0
EVS3402 CTĐB,MAT2308,[],0
EVS3402 CTĐB,MAT2310,[],0
EVS3402 CTĐB,MAT2311,[],0
EVS3402 CTĐB,MAT2311 TNT,[],0
EVS3402 CTĐB,MAT2314,[],0
EVS3402 CTĐB,MAT2314 TNT,[],0
EVS3402 CTĐB,MAT2317 CLCMTKHTT,"[21007742, 21008876]",2
EVS3402 CTĐB,MAT2318,[],0
EVS3402 CTĐB,MAT2321 TNT,[],0
EVS3402 CTĐB,MAT2403,[],0
EVS3402 CTĐB,MAT2403 CLCMTKHTT,"[21007742, 21008876]",2
EVS3402 CTĐB,MAT2406,[],0
EVS3402 CTĐB,MAT2407,[],0
EVS3402 CTĐB,MAT2407 TNT,[],0
